CellID,Label,Immune,Stroma,Tumor,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,Neighbor_1,Neighbor_2,Neighbor_3,Neighbor_4,Neighbor_5,X_position,Y_position,Group,x_umap,y_umap
86,Tumor,0.1714957332888031,0.004243840702208854,0.8242604260089879,37,0.8282033552602579,0.770833333333333,0.5285714285714289,1,29.02,10.7643831863782,6.0326584669637695,-86.7238357766387,85,87,88,89,90,2.8108108108108105,3944.78378378378,2,5.1480927,-6.3565626
87,Tumor,0.4970127344848511,0.005974531030295203,0.4970127344848538,26,0.851390660968658,1.0,0.8125,1,17.574,8.25656676130531,4.3308344475817595,-78.43673980562559,85,86,88,89,90,2.3076923076923097,3964.1538461538503,2,5.40113,-7.480801
88,Tumor,0.496470849933937,0.006222314762145732,0.4973068353039173,21,0.760170580526708,1.0,0.875,1,14.117,6.603952914333889,4.29074371667924,74.8717814182354,86,87,89,90,91,2.3333333333333304,3971.19047619048,2,5.8054967,-8.101493
89,Tumor,0.497734177579327,0.004528121465465207,0.4977377009552079,43,0.938304499179951,1.0,0.826923076923077,1,26.175,13.0191919731492,4.502168860424249,88.7902921441198,86,87,88,90,91,2.3023255813953503,3981.6511627907003,2,5.071288,-6.111256
90,Tumor,0.103165321941928,0.011037954863258741,0.8857967231948132,20,0.980538785912935,1.0,0.9090909090909091,1,20.088,11.7189305541646,2.30072452356498,90.0,86,87,88,89,91,1.45,4017.0,2,5.2882185,-7.319885
95,Tumor,0.4974547053621,0.0034883278589035176,0.4990569667789965,41,0.9468810202305329,0.661290322580645,0.630769230769231,1,33.122,15.797264807251,5.0801491892931905,-89.0370601476092,91,92,93,94,96,2.31707317073171,4113.9512195122,2,4.9465494,-5.9615445
129,Tumor,0.08427984793394096,0.023931328196121208,0.8917888238699377,49,0.8340559194759509,0.9423076923076921,0.628205128205128,1,27.697,11.5005170876557,6.344604232804411,-88.66743919099079,126,127,128,130,131,2.8163265306122405,5716.0612244898,2,5.3606205,-6.044463
131,Tumor,0.4996265602299458,0.0007468792057812503,0.4996265605642729,20,0.9815201518944691,0.9523809523809521,0.9090909090909091,1,20.642,11.891532349553199,2.2755493943653997,-88.33356383601749,129,130,132,148,149,1.45,5764.45,2,5.2852526,-7.286987
133,Tumor,0.09485172445591043,0.032760006353143134,0.8723882691909465,156,0.7070480355478659,0.8914285714285709,0.8125,1,50.994,17.2332933829055,12.186790909955599,82.1915230678233,132,134,135,136,149,5.96153846153846,5860.02564102564,2,1.3142793,-0.20402569
138,Tumor,0.4937011409335473,0.012597716829602621,0.49370114223684997,168,0.803224774222639,0.8936170212765959,0.6,1,51.755,19.8740656189957,11.8385049976385,-71.6642030817001,84,85,86,87,88,10.125,3905.2380952381,2,1.0166184,-0.8202112
144,Tumor,0.47973186699002796,0.04053626601990902,0.479731866990063,71,0.5679835482201899,0.946666666666667,0.717171717171717,1,28.557,10.620837142613599,8.74137281693609,54.3660223760499,42,43,44,45,164,7.169014084507039,2405.7887323943696,2,6.2000093,-5.3149285
148,Tumor,0.4980289891349296,0.003942007102042968,0.4980290037630274,55,0.48911409177785403,0.8208955223880601,0.55,1,29.756,9.862473441039901,8.60224475761773,-81.8824001336245,129,130,131,132,149,7.78181818181818,5762.18181818182,2,6.294953,-5.6630816
157,Tumor,0.4976655437279841,0.004668912543607651,0.4976655437284083,23,0.831366099088565,0.92,0.547619047619048,1,16.4,7.63746935285061,4.24433357458309,-58.8592508140917,92,93,94,95,96,6.39130434782609,4114.260869565221,2,5.3293605,-7.3767276
166,Tumor,0.09283717247367894,0.025603320742212173,0.881559506784109,56,0.8585001073324059,0.918032786885246,0.7179487179487181,1,28.441,12.1763476558937,6.244194033128481,-89.4060691817177,64,65,66,67,68,7.553571428571429,3086.6785714285697,2,5.229575,-5.641122
173,Tumor,0.08159378676166497,0.03204905370575031,0.8863571595325846,44,0.784041036821972,0.936170212765957,0.6875,1,23.115,9.78493771676437,6.0735988256114695,53.0544762200942,132,133,134,135,136,9.25,5872.79545454545,2,5.682465,-6.610963
183,Tumor,0.09891776013406106,0.022414946700627644,0.8786672931653113,154,0.7217177004387091,0.900584795321637,0.641666666666667,1,45.966,17.289780844861802,11.967770499741,-29.393825529601898,126,127,128,129,130,16.1298701298701,5731.65584415584,2,1.6174953,-0.45078716
184,Tumor,0.4923968247628232,0.014733430146395669,0.4928697450907811,146,0.836145626739835,0.895705521472393,0.6985645933014352,1,52.144,18.7944886664612,10.308918220552599,69.2227115742873,17,18,19,20,21,14.4041095890411,1656.68493150685,2,1.817208,-1.3451754
225,Tumor,0.0948986481773352,0.052591355730626566,0.8525099960920381,89,0.6590036245387031,0.927083333333333,0.741666666666667,1,32.576,12.500034423528199,9.40177292680297,-64.47453943463921,123,124,125,126,127,20.7977528089888,5592.87640449438,2,5.7304716,-1.8812869
231,Tumor,0.1780704187673028,0.020743911214735598,0.8011856700179615,20,0.8492849089401769,0.7407407407407409,0.5714285714285711,1,18.542,7.72897451371279,4.08039454379657,-15.413462802031699,62,63,64,65,153,19.8,3019.95,2,5.253551,-7.213006
248,Tumor,0.18970841934745955,0.05379350105066251,0.7564980796018779,107,0.25289618523769697,0.9304347826086959,0.685897435897436,1,35.504,12.019903295568302,11.629177358362698,82.4879618359477,55,56,57,58,59,26.0654205607477,2843.42990654206,2,5.876561,-0.7661512
251,Tumor,0.08225992607123606,0.032140156875807936,0.8855999170529559,77,0.6049080870304879,0.9506172839506171,0.77,1,29.781,11.2060695661055,8.9233405371165,40.7921864344936,133,134,135,136,149,24.649350649350602,5894.467532467529,2,6.0873337,-5.0057783
256,Tumor,0.4955832136641439,0.008833572586302997,0.4955832137495532,176,0.7014306506879551,0.951351351351351,0.752136752136752,1,47.471000000000004,17.894589475734502,12.754148712015601,-14.4678770128317,89,90,91,92,93,29.1761363636364,4070.15340909091,2,0.6985994,-0.20748334
272,Tumor,0.3149685880009118,0.12799598472832402,0.557035427270764,96,0.7515231688002841,0.9320388349514559,0.6857142857142859,1,34.371,13.7475502224985,9.06935095631271,11.694922263822598,8,9,10,11,12,31.34375,1392.45833333333,2,5.163407,-3.3067431
282,Tumor,0.4805329711547626,0.028579197854069024,0.4908878309911683,36,0.5788086347776039,0.9,0.6428571428571429,1,19.956,7.68165633878951,6.26410963130291,-16.199920086959697,55,56,57,58,59,29.638888888888896,2829.9166666666697,2,6.165138,-7.186733
290,Tumor,0.4895645241786566,0.017112901824636553,0.4933225739967068,44,0.8502926820334791,0.8461538461538459,0.5714285714285711,1,25.77,10.6320370637557,5.59574882878205,69.2217226024797,12,13,14,15,16,29.7272727272727,1540.4545454545498,2,5.2001452,-6.409046
297,Tumor,0.4955583657224574,0.008883268554593083,0.4955583657229495,112,0.86935073502786,0.875,0.5185185185185179,1,43.568000000000005,18.143249182453,8.966314070730801,18.994765423127898,90,91,92,93,94,36.1517857142857,4085.5267857142894,2,3.3317378,-2.7830691
304,Tumor,0.2793789281989317,0.03148517752728371,0.6891358942737845,47,0.8976621002272109,0.886792452830189,0.652777777777778,1,26.480999999999998,12.0896882217124,5.3277371841483605,-9.8849832775126,123,124,125,126,127,33.127659574468105,5559.91489361702,2,5.1490493,-6.3305836
306,Tumor,0.20713115187263015,0.029768082593802998,0.7631007655335668,169,0.425401236963624,0.9602272727272729,0.8047619047619051,1,44.94,15.536823368327902,14.0609005797537,-82.0725175676498,57,58,59,60,61,35.0059171597633,2860.9704142011797,2,2.2443032,1.4175813
307,Tumor,0.11976454802250935,0.017559547117058764,0.8626759048604319,25,0.9083268436892941,0.892857142857143,0.555555555555556,1,19.84,9.545800918024279,3.99263716108958,66.0646638899898,91,92,93,94,95,31.56,4109.04,2,5.2069783,-7.1145263
310,Tumor,0.4825263690616364,0.02706815789250684,0.4904054730458569,99,0.49630190580206496,0.951923076923077,0.75,1,34.164,12.1930324843988,10.5853811218172,-47.0937628291292,122,123,124,125,126,34.1717171717172,5544.35353535354,2,5.7651095,-1.0504909
316,Tumor,0.4847215093331461,0.030119067075093063,0.4851594235917608,127,0.39149949337828294,0.9477611940298509,0.7514792899408279,1,38.2,13.3519727059083,12.2861958573669,84.684038977352,65,66,67,68,69,37.141732283464606,3168.94488188976,2,3.2716973,1.1328199
335,Tumor,0.11254720738363487,0.017563142236002038,0.8698896503803629,64,0.3922743662189361,0.96969696969697,0.7111111111111109,1,26.134,9.529897856500721,8.76605996222531,-70.94522321306151,12,13,14,15,16,38.75,1560.515625,2,6.491674,-5.8357844
341,Tumor,0.491460911164449,0.017078176365915066,0.4914609124696359,73,0.7187602251908979,0.9480519480519479,0.6759259259259259,1,29.045,11.713171575422999,8.14367668222029,10.9484782234363,92,93,94,95,96,40.4794520547945,4125.46575342466,2,5.6667476,-4.7201676
344,Tumor,0.492966623539927,0.014063603480206148,0.4929697729798666,111,0.789758761646836,0.9736842105263158,0.74,1,36.330999999999996,15.2799335242264,9.3729794831687,-18.2439602707157,121,122,123,124,172,42.1171171171171,5485.43243243243,2,4.436403,-2.2130966
360,Tumor,0.4980517702215893,0.0038963916988783744,0.4980518380795325,99,0.569071377016348,0.951923076923077,0.75,1,33.056,12.4726838944188,10.256139908962599,-19.5870955228411,85,86,87,88,89,43.13131313131311,3966.2727272727293,2,5.6246877,-1.17134
362,Tumor,0.082645836530209,0.01956853760977157,0.8977856258600194,45,0.8235163678923921,0.9375,0.625,1,24.083000000000002,10.3617351991538,5.8781347682725595,48.4152136033511,130,132,133,134,135,41.911111111111104,5851.33333333333,2,5.3426847,-6.395395
364,Tumor,0.4681101903209383,0.05397180526304775,0.47791800441601395,40,0.913151486835442,0.8888888888888891,0.555555555555556,1,25.745,11.8185649814285,4.8174877733543,-76.4050683682149,11,12,13,14,15,41.925,1513.175,2,5.115698,-6.3923063
404,Tumor,0.4866501115703513,0.026699776701873942,0.4866501117277748,90,0.643251653387197,0.9574468085106379,0.75,1,31.741,12.3210889345554,9.43370118691817,-74.3211328398392,132,133,134,135,136,49.0333333333333,5876.35555555556,2,5.7587633,-1.8671333
409,Tumor,0.08993994797046954,0.016584597284230392,0.8934754547453001,24,0.7825880457007951,0.96,0.857142857142857,1,15.432,7.14765912265677,4.4497031311302395,86.9422482168573,122,123,124,125,172,47.4166666666667,5529.25,2,5.527693,-7.7480154
415,Tumor,0.08610091241181217,0.05288849151996216,0.8610105960682257,54,0.686944350660937,0.931034482758621,0.75,1,25.009,9.88156724248136,7.181033968709119,-23.9962511114262,130,132,133,134,135,50.8888888888889,5850.2962962963,2,6.0051403,-6.219918
416,Tumor,0.2217897686926066,0.03311981499978719,0.7450904163076062,46,0.6471313605162371,0.938775510204082,0.8214285714285708,1,22.445,8.98304290474186,6.84847892228695,-16.0733565272434,133,134,135,136,149,50.3695652173913,5888.89130434783,2,6.122641,-6.663993
420,Tumor,0.08338397388448486,0.010811979311486702,0.9058040468040284,153,0.8715747045890351,0.9,0.619433198380567,1,47.777,20.4508192863084,10.0262742832506,63.217882420708705,60,61,62,63,153,54.4248366013072,2963.55555555556,2,2.1518161,-1.7663785
431,Tumor,0.08838759619172908,0.19768136848337692,0.713931035324894,20,0.688948904179514,0.9090909090909091,0.5714285714285711,1,14.902999999999999,6.26480950636884,4.54079602223854,-25.9006574119908,57,59,60,61,62,51.95,2882.15,2,5.77467,-7.7756996
433,Tumor,0.4442389382704145,0.09834945342995373,0.4574116082996318,126,0.6802511541926929,0.984375,0.75,1,38.291,15.005952919245901,10.999049928679,-33.0564822138491,109,110,161,219,220,56.3492063492063,4965.928571428571,2,3.7288074,-0.50211936
455,Tumor,0.4711951251996032,0.0576097496007927,0.4711951251996041,21,0.646655222557763,1.0,0.7,1,13.860999999999999,6.072049724379919,4.63165279457672,31.114450021851003,129,130,131,132,148,57.80952380952379,5780.761904761899,2,5.976459,-7.914765
475,Tumor,0.08370144935739744,0.16873326826263502,0.7475652823799676,67,0.8153506435971031,0.817073170731707,0.62037037037037,1,36.703,13.2359958318181,7.66321098158648,13.8863752292281,8,9,10,11,272,65.0298507462687,1371.3134328358199,2,5.1297874,-4.5926366
490,Tumor,0.35691580384053445,0.2692003567384346,0.3738838394210309,87,0.813257457440618,0.896907216494845,0.69047619047619,1,36.24,14.189515691714199,8.25693645969808,-11.399135664962401,123,124,125,126,127,67.42528735632179,5634.505747126441,2,5.0600014,-3.8489022
544,Tumor,0.4876251758796541,0.024749466855013075,0.4876253572653328,98,0.574447894628423,0.96078431372549,0.680555555555556,1,34.181,12.581973136933598,10.298862777019401,49.492345351976006,93,94,95,96,97,74.4897959183673,4144.47959183673,2,5.612696,-1.2100377
564,Tumor,0.37537025971059496,0.05735708409666285,0.5672726561927421,93,0.6368316633518311,0.93,0.775,1,33.982,12.5410525543839,9.66918756921649,-17.476951350785903,158,159,180,267,276,77.3440860215054,4394.4623655914,2,5.718142,-1.7935224
630,Tumor,0.19549897810865324,0.007718694352499307,0.7967823275388475,91,0.806208268035475,0.9009900990099008,0.590909090909091,1,35.703,14.241838803128,8.42592522927126,-37.2710270076726,86,87,88,89,91,88.6373626373626,3977.2527472527504,2,4.8544893,-3.638098
657,Tumor,0.49068772963711604,0.018624540600245924,0.490687729762638,123,0.85018400501847,0.931818181818182,0.657754010695187,1,41.781000000000006,17.4339993684523,9.17875078687652,17.3132123624047,67,68,69,232,275,93.8373983739837,3140.0081300813,2,3.2162476,-2.0573406
661,Tumor,0.14103243592665113,0.056751532849442385,0.8022160312239066,70,0.962763906859071,0.9589041095890408,0.7,1,39.556,19.126447896684898,5.17071269429693,-0.87741148412236,203,261,378,379,426,95.2857142857143,5998.514285714289,2,4.5174274,-4.5476227
671,Tumor,0.09095773711570304,0.2436470424201205,0.6653952204641763,59,0.8493149952840179,0.9672131147540981,0.7023809523809521,1,27.614,12.216851591032,6.4491096608579195,-79.0743121665536,53,54,55,229,230,91.52542372881359,2733.74576271186,2,5.265994,-5.5905366
681,Tumor,0.4995638643733388,0.0008722712532416898,0.4995638643734195,132,0.649501195778541,0.949640287769784,0.733333333333333,1,41.128,15.042730435358601,11.4378990908714,-11.980125241097697,138,168,241,331,360,97.4090909090909,3895.57575757576,2,3.3363307,-0.13334559
686,Tumor,0.2609879460399759,0.025613100222935392,0.7133989537370887,163,0.7049435603101141,0.9588235294117651,0.7375565610859731,1,45.321000000000005,17.2697211627498,12.2487812243977,-77.12404754329751,51,53,229,294,301,96.84049079754601,2711.42331288344,2,1.2509806,-0.054654006
714,Tumor,0.1101678403775547,0.027667214555176654,0.8621649450672687,25,0.9021500279333801,0.9259259259259259,0.555555555555556,1,19.195,9.14416055784904,3.9449961164676295,-24.2995753861748,94,210,211,307,324,99.76,4150.48,2,5.225411,-7.1448674
715,Tumor,0.07942639874681529,0.05866793853877676,0.8619056627144079,147,0.7280918462561421,0.9483870967741941,0.7,1,43.74100000000001,16.735224869582698,11.4716550224522,-37.61789246071729,242,243,244,309,319,103.265306122449,4742.8843537415005,2,2.0571826,-0.45666277
731,Tumor,0.07872988349772131,0.0660236733974042,0.8552464431048745,46,0.8751198568089169,0.901960784313726,0.575,1,25.471999999999998,11.6647852547599,5.6446622176520895,61.9741813204226,161,279,313,361,433,101.95652173913,4924.86956521739,2,5.133932,-6.2487235
737,Tumor,0.4913006975800747,0.017398604839845042,0.4913006975800802,49,0.7074528653117059,0.924528301886792,0.7777777777777779,1,24.156999999999996,9.687623910750618,6.8468301862759,-84.14735530169621,233,256,297,331,340,101.979591836735,4031.59183673469,2,5.940047,-6.37896
741,Tumor,0.37173742251542935,0.2565251549691397,0.3717374225154308,131,0.682837077005973,0.956204379562044,0.744318181818182,1,39.696999999999996,15.290983219304,11.171144089921501,-83.13173891803099,59,209,248,265,282,104.81679389313,2856.37404580153,2,3.3282309,-0.39515555
753,Tumor,0.4941899098472435,0.011620174905495512,0.4941899152472611,174,0.346009860531278,0.91578947368421,0.6796875,1,49.273999999999994,15.690686427870002,14.7214864700492,27.1923504541296,233,256,297,331,340,109.201149425287,4040.4655172413795,2,2.300465,1.4641479
769,Tumor,0.4756045911222235,0.0031454194196586308,0.5212499894581177,175,0.565156272901067,0.951086956521739,0.686274509803922,1,45.536,16.5969371613335,13.6922054639926,-76.90356226331659,241,396,402,448,485,110.61714285714301,3880.2742857142894,2,1.5916371,0.8031311
791,Tumor,0.3733966327501056,0.21382899393165367,0.4127743733182408,77,0.664236912440496,0.9625,0.7,1,29.69,11.6837530854047,8.73386390926748,42.9187822807391,182,295,337,366,395,111.701298701299,3240.45454545455,2,5.78041,-4.680365
806,Tumor,0.0929621001327736,0.0016187147801767475,0.9054191850870495,165,0.5451633059852861,0.9482758620689659,0.6875,1,45.718,16.005533500887402,13.417916808320902,39.3615134187286,229,294,301,305,329,116.066666666667,2665.27272727273,2,1.7853528,0.8891911
814,Tumor,0.08478381636056727,0.016798228617407398,0.8984179550220254,41,0.866849492362216,0.953488372093023,0.82,1,21.709,10.393380462788802,5.181826787298,86.0233122370105,212,287,303,342,383,112.121951219512,4347.87804878049,2,5.3225775,-6.6920495
819,Tumor,0.4923169112344674,0.015366176760125678,0.4923169120054069,99,0.814704879266818,0.925233644859813,0.634615384615385,1,34.95,14.927661927816,8.656190111981209,-36.1579000390608,285,312,359,396,432,117.20202020202,3794.2020202020203,2,4.741835,-3.2053812
826,Tumor,0.3400238187388455,0.2767166231906075,0.38325955807054707,145,0.7400796159862021,0.9354838709677421,0.671296296296296,1,44.576,16.9396572200808,11.3922458255897,-87.4315189231493,8,370,397,475,526,119.020689655172,1303.74482758621,2,1.9689722,-0.60836834
830,Tumor,0.0816125580371091,0.03182636917852829,0.8865610727843626,98,0.8113460601864692,0.816666666666667,0.5025641025641029,1,40.83,15.7911213407885,9.230954829349741,29.936242069917803,254,281,332,388,498,119.367346938776,2375.4387755102,2,4.5125427,-2.9724867
836,Tumor,0.0922347216279644,0.0062433699606671824,0.9015219084113684,152,0.806217743436602,0.9559748427672958,0.703703703703704,1,44.378,18.2305444354661,10.785535066406199,-75.2338155605566,305,329,345,418,436,120.039473684211,2611.36842105263,2,1.7733535,-1.0805455
838,Tumor,0.061091947751556866,0.4405802317504221,0.4983278204980212,49,0.66251017429331,0.96078431372549,0.7777777777777779,1,22.651999999999997,9.231135644551001,6.91460906015553,31.534860854570198,212,286,342,368,383,118.265306122449,4302.08163265306,2,6.0937705,-6.562194
848,Tumor,0.08348886028621134,0.009567706973554793,0.906943432740234,50,0.687259658749597,0.9433962264150941,0.694444444444444,1,24.447,9.54905967330947,6.93655000863121,68.67129233197761,305,329,345,418,436,119.4,2625.98,2,5.9323072,-6.3869576
859,Tumor,0.4274405982915797,0.0987991238417286,0.4737602778666918,111,0.8350400271954821,0.9487179487179491,0.770833333333333,1,38.455999999999996,16.2564028911225,8.94409725995309,-0.64810481070601,319,374,461,566,592,125.018018018018,4720.27027027027,2,4.2097764,-2.5397196
873,Tumor,0.1163372766488973,0.004576564131897238,0.8790861592192054,186,0.464637347436264,0.978947368421053,0.775,1,45.883,16.4214583899867,14.5412188862438,42.8685633426975,338,339,354,367,381,126.241935483871,3662.03225806452,2,2.0973463,1.4699267
887,Tumor,0.4924376206559599,0.015077734635347388,0.4924846447086927,148,0.6047248558475401,0.9736842105263158,0.770833333333333,1,41.193999999999996,15.4429464149104,12.2992946853233,85.4205916479732,261,379,426,496,525,126.716216216216,5989.20945945946,2,2.4165478,0.5222057
896,Tumor,0.4880340124801655,0.023904588411892712,0.4880613991079418,49,0.8578285129724109,0.859649122807018,0.6363636363636359,1,26.779,11.486362545248802,5.90325555893402,70.54234693263442,261,378,404,416,463,124.387755102041,5904.02040816327,2,5.276454,-6.192077
903,Tumor,0.4654640041295233,0.04106388571609163,0.493472110154385,97,0.742719631050069,0.8660714285714292,0.692857142857143,1,37.555,13.933884095122302,9.330164058120051,0.0682286262537933,332,388,478,498,527,130.103092783505,2340.57731958763,2,4.9245667,-2.7479541
937,Tumor,0.34257832139124794,0.2966289772055564,0.3607927014031957,158,0.724807472276135,0.963414634146341,0.7022222222222221,1,43.278,17.2125336930049,11.858600391688302,41.105101449624,363,369,384,487,488,135.683544303797,5232.65189873418,2,1.6225303,-0.28568852
941,Tumor,0.4640290017819778,0.020937285834444496,0.5150337123835776,136,0.8042284626552071,0.8888888888888891,0.666666666666667,1,45.056000000000004,17.737041085346,10.5414829949503,-80.1329773861368,383,460,466,519,520,136.0,4318.0,2,2.3343055,-1.3978893
948,Tumor,0.453628172476748,0.09274365504650392,0.4536281724767481,154,0.707819638160222,0.927710843373494,0.6844444444444441,1,45.056000000000004,17.0662477130902,12.0554814165296,40.3286318291299,397,526,561,707,729,138.175324675325,1294.7012987013,2,1.6844374,-0.2089484
974,Tumor,0.42162119665669867,0.15520065512837686,0.4231781482149243,133,0.337613053004957,0.936619718309859,0.682051282051282,1,42.534,13.608534658186299,12.809509366572499,-21.466824107552302,561,729,826,847,917,143.443609022556,1240.8345864661699,2,3.0522723,1.2401831
988,Tumor,0.0795779259447066,0.08728631549644636,0.8331357585588471,101,0.8110928003107959,0.9439252336448599,0.7214285714285709,1,35.107,14.987986983881099,8.76673571620847,-25.3296252733615,374,545,592,608,638,143.653465346535,4747.30693069307,2,4.7590938,-3.1567135
1008,Tumor,0.08167060378329602,0.03113776974982298,0.887191626466881,168,0.525311955410429,0.93854748603352,0.658823529411765,1,47.11600000000001,16.0025049843969,13.6166870159416,-70.9279438942164,414,493,536,564,585,147.392857142857,4403.11904761905,2,1.8344434,0.9537272
1023,Tumor,0.3334487361564802,0.32087979662478683,0.3456714672187329,67,0.677844455893811,0.905405405405405,0.67,1,28.375,11.0913537568907,8.15442252233739,-55.2505363408383,232,395,606,612,628,147.05970149253702,3126.53731343284,2,5.792147,-5.0518136
1054,Tumor,0.4659844211354518,0.06799794654093985,0.4660176323236084,132,0.8168817188578191,0.851612903225806,0.666666666666667,1,49.736999999999995,17.919508967625,10.3360662436531,-10.4251639235095,561,707,729,758,826,155.189393939394,1291.85606060606,2,2.4619389,-1.4558342
1058,Tumor,0.19033156565101356,0.2208628688585608,0.5888055654904256,56,0.8918986470470419,0.767123287671233,0.509090909090909,1,32.593,13.498450240823699,6.104476243843731,47.666052666225205,396,448,472,482,555,152.446428571429,3774.98214285714,2,4.953638,-5.5514865
1084,Tumor,0.09625914967860297,0.029492100557970673,0.8742487497634265,129,0.892211202075218,0.9084507042253521,0.5512820512820511,1,45.602,19.545021643447,8.82689122239064,58.4008092139591,232,612,628,652,657,158.255813953488,3095.2480620154997,2,3.0654662,-2.7083018
1101,Tumor,0.11119371206353504,0.061194584868075774,0.8276117030683892,104,0.6675391297323929,0.8965517241379308,0.5333333333333329,1,39.54,14.200056091401802,10.5730027559429,-29.9293598524381,561,707,729,758,826,164.384615384615,1305.7115384615402,2,5.003718,-1.3795018
1112,Tumor,0.4381008160857437,0.12379733907365993,0.4381018448405965,59,0.8794206289762908,0.9672131147540981,0.670454545454545,1,27.796,12.8223436279882,6.10401951230324,26.0414366079326,441,529,579,621,663,164.016949152542,4197.949152542371,2,5.147919,-5.6800976
1118,Tumor,0.08251491039605209,0.02112172052334316,0.8963633690806048,82,0.6777622334097341,0.9647058823529409,0.745454545454545,1,30.244,12.0503738446732,8.860412618951552,53.3580402222562,542,588,618,671,686,164.621951219512,2747.17073170732,2,5.6639423,-4.2997656
