CellID,Pred,Label,Immune,Stroma,Tumor,Area,Eccentricity,Solidity,Extent,EulerNumber,Perimeter,MajorAxisLength,MinorAxisLength,Orientation,Neighbor_1,Neighbor_2,Neighbor_3,Neighbor_4,Neighbor_5,X_position,Y_position,maxprob
10297,Tumor,Immune,0.957730718030157,0.0422676952030097,1.58676683364692e-06,420,0.912619312486799,0.897435897435897,0.538461538461538,1,84.869,37.2115981392227,15.2124904739273,58.7130639278047,10177,10203,10245,10264,10268,6541.31428571429,224.140476190476,0.95773072
103,Tumor,Immune,0.967609680834942,0.0323903148729778,4.29208033324219e-09,585,0.841970238487235,0.966942148760331,0.650723025583982,1,89.906,37.4107971473198,20.1840219121008,-49.126464652178,67,91,92,101,122,242.806837606838,3643.4188034188,0.96760968
1030,Tumor,Immune,0.970407731495694,0.029592224701101,4.38032044581859e-08,676,0.490458831932202,0.965714285714286,0.70637408568443,1,93.239,31.6000817932722,27.5383451180998,87.1921126556881,925,939,972,1022,1046,1626.94230769231,3280.34467455621,0.97040773
1031,Tumor,Immune,0.960612497769797,0.0393873503790884,1.51851114763494e-07,625,0.357274613755467,0.970496894409938,0.769704433497537,1,87.267,29.2885224540369,27.3554619468586,58.6296694143258,980,1050,1052,0,0,1624.6128,4774.0864,0.9606125
10324,Tumor,Immune,0.961915622000693,0.0380808576680361,3.52033127103077e-06,745,0.71277619580846,0.960051546391753,0.751008064516129,1,104.097,37.023787951819,25.9681717090024,-36.41317683631,10183,10210,10224,10285,10310,6557.0389261745,4339.15436241611,0.96191562
1033,Stroma,Immune,0.962450375557362,0.037549624361471,8.11671921970360e-11,335,0.946648311899579,0.888594164456233,0.469187675070028,1,82.81,37.3281424789756,12.0296837597084,-59.8794683656863,976,993,1032,1034,1067,1626.49850746269,2732.31641791045,0.96245038
10333,Tumor,Immune,0.961949958407775,0.0380496495181611,3.92074064081205e-07,288,0.729084957625839,0.96,0.685714285714286,1,60.877,23.3647854605879,15.9914013665048,50.7507701261105,10251,10261,10262,10286,10320,6554.88194444444,4789.375,0.96194996
10344,Tumor,Immune,0.961125137902582,0.0388722499698039,2.61212761373224e-06,745,0.822717254294616,0.900846432889964,0.594098883572568,1,111.946,42.1057658856203,23.9350565787745,59.3193435555271,10198,10201,10211,10241,10243,6565.15302013423,4911.21744966443,0.96112514
10345,Tumor,Immune,0.95437435967236,0.0456074805859809,1.8159741658943e-05,435,0.83513143503785,0.975336322869955,0.69047619047619,1,76.508,31.8280176789958,17.5070151190375,25.7800397472469,10179,10271,10334,10415,10426,6563.98620689655,5238.04827586207,0.95437436
1036,Stroma,Immune,0.970408554605932,0.0295914424901045,2.90396393875653e-09,542,0.893889504302451,0.954225352112676,0.61036036036036,1,92.809,39.507379764606,17.7106588413304,-63.7565858060585,985,1073,1085,0,0,1631.9557195572,1174.4889298893,0.97040855
10379,Tumor,Immune,0.96160850770072,0.038388488522845,3.00377643444257e-06,546,0.923687751719347,0.898026315789474,0.546,1,97.953,43.8584281658049,16.8041858972224,-65.223550891586,10293,10342,10350,10387,10410,6586.41758241758,832.336996336996,0.96160851
1038,Tumor,Immune,0.970401833459854,0.0295981650661504,1.47399576160436e-09,643,0.762603692713392,0.925179856115108,0.669791666666667,1,98.68,36.4634478813025,23.5869642798922,43.2800311645588,998,999,1000,1005,1089,1635.28149300156,1824.06220839813,0.97040183
10395,Tumor,Immune,0.966029315828937,0.0339701383685961,5.45802466507307e-07,620,0.74501119187379,0.981012658227848,0.688888888888889,1,90.584,34.7132084853182,23.1555139308689,-10.010878268339,10245,10264,10268,10297,10307,6601.28064516129,183.817741935484,0.96602932
1040,Tumor,Immune,0.965246708431674,0.0347532818990318,9.669294035892e-09,444,0.526830227564103,0.96943231441048,0.74,1,74.101,25.9071092158454,22.0202794950737,-57.3808656781025,957,994,1003,1010,1050,1639.98423423423,4934.58108108108,0.96524671
10428,Tumor,Immune,0.95478209066611,0.0452140625858869,3.84674800284579e-06,404,0.609701133798605,0.968824940047962,0.734545454545455,1,70.975,25.6970954141942,20.3683245710937,-59.6855475874254,10293,10342,10350,10365,10379,6609.65841584158,859.519801980198,0.95478209
1045,Tumor,Immune,0.970409201361118,0.0295907700344352,2.86044464976212e-08,532,0.444672475787284,0.96028880866426,0.757834757834758,1,84.009,27.7133895039403,24.822695776877,30.4406927060118,1018,1082,1120,1121,0,1645.23120300752,5216.58270676692,0.9704092
10461,Stroma,Immune,0.95145772756813,0.0485359107177751,6.361714094955e-06,398,0.91607223139554,0.938679245283019,0.758095238095238,1,82.247,36.0896482205593,14.4724289327752,-0.0872588760493721,10321,10361,10368,10397,10522,6631.57035175879,3087.94974874372,0.95145773
10464,Tumor,Immune,0.962762951934968,0.0372367325989374,3.15466094968867e-07,348,0.716700176248789,0.953424657534247,0.773333333333333,1,66.112,25.3047225015408,17.6470435358674,-3.97763104515508,10338,10347,10374,10441,10479,6626.93965517241,651.525862068965,0.96276295
105,Tumor,Immune,0.970408947391661,0.0295910390320313,1.35763077420671e-08,616,0.818527476179447,0.926315789473684,0.777777777777778,1,98.316,37.7156789032406,21.6664272462793,-2.64294321185775,60,63,112,128,129,255.301948051948,4546.05844155844,0.97040895
10524,Tumor,Immune,0.964798036162073,0.0352017072524846,2.56585442294132e-07,291,0.607943608037048,0.966777408637874,0.77807486631016,1,60,21.8254882983482,17.3290057216597,77.9932452660045,10347,10374,10435,10441,10464,6657.78006872852,605.975945017182,0.96479804
10526,Tumor,Immune,0.95165969403669,0.0483394400310099,8.65932300025381e-07,297,0.814281420408846,0.925233644859813,0.66,1,66.385,25.9237170373663,15.0479477878165,63.9314103445121,10324,10380,10420,10476,10503,6658.53535353535,4327.34006734007,0.95165969
1053,Tumor,Immune,0.954731119006158,0.0452686075175375,2.73476304959745e-07,671,0.577432495166737,0.903095558546433,0.665674603174603,1,110.135,32.800814796974,26.7798458067663,76.4539101145726,995,1011,1018,1070,1074,1652.37555886736,5359.41579731744,0.95473112
1054,Tumor,Immune,0.967379575089217,0.0326203994744113,2.5436371251857e-08,527,0.551272178568315,0.937722419928826,0.723901098901099,1,86.225,28.5216290427205,23.796321474972,53.3046032201767,992,1008,1028,1037,1097,1652.85578747628,1675.69070208729,0.96737958
10545,Tumor,Immune,0.968828915696115,0.0311690955059966,1.9887978886087e-06,355,0.666062237325957,0.954301075268817,0.671077504725898,1,67.452,24.8205904497187,18.5135833467234,-40.3100827073158,10374,10441,10464,10479,10480,6671.77746478873,639.335211267606,0.96882892
1057,Tumor,Immune,0.959094463369779,0.0409055361438288,4.86392127644553e-10,577,0.668370062725913,0.944353518821604,0.715880893300248,1,88.681,31.7487079121354,23.6156070541541,73.7568293719961,1027,1034,1060,1067,1105,1654.38301559792,2848.46967071057,0.95909446
1058,Tumor,Immune,0.954762586357283,0.04523725855329,1.55089426524234e-07,412,0.738287398387145,0.969411764705882,0.754578754578755,1,72.182,28.1175809683313,18.9649220787264,24.6822411547059,950,981,1001,1002,1007,1653.05825242718,5691.93203883495,0.95476259
10588,Tumor,Immune,0.955205442179051,0.0447931488002092,1.40902073948073e-06,389,0.704979473969609,0.979848866498741,0.758284600389864,1,68.742,26.4931332332013,18.789664151133,89.3149123071114,10425,10477,10490,10506,10541,6693.20051413882,4152.99228791774,0.95520544
10607,Tumor,Immune,0.965088852267183,0.0349108612097818,2.8652303490822e-07,448,0.402772697669197,0.897795591182365,0.666666666666667,1,84.563,25.6990032481595,23.5222985716811,74.8858974678337,10430,10434,10449,10456,10516,6702.99330357143,416.283482142857,0.96508885
1064,Tumor,Immune,0.9675809138234,0.0324182550721106,8.31104489241313e-07,664,0.790687430472867,0.959537572254335,0.677551020408163,1,95.066,37.4389318291219,22.9208646451352,28.6147609573719,983,1002,1029,1058,1059,1665.43222891566,5773.11295180723,0.96758091
1067,Tumor,Immune,0.968667337352372,0.0313326624774486,1.7017948630942e-10,550,0.836105066887384,0.897226753670473,0.537634408602151,1,96.365,37.8012885304666,20.7366277741082,-43.2139912979425,1033,1034,1057,1060,1105,1669.15090909091,2825.70181818182,0.96866734
1069,Tumor,Immune,0.969493920490019,0.0305060725345092,6.97547148582655e-09,539,0.63704958393507,0.945614035087719,0.774425287356322,1,84.769,30.0965736553862,23.1991259291768,-76.1077560507037,1083,1084,1090,1112,1140,1665.79591836735,4236.32096474954,0.96949392
107,Tumor,Immune,0.970409228154977,0.0295907704262419,1.4187809760294e-09,568,0.802422424176299,0.95142378559464,0.652873563218391,1,90.005,35.4132653345524,21.133094283272,43.7509973454925,83,123,0,0,0,258.987676056338,3128.94894366197,0.97040923
1072,Tumor,Immune,0.970239613882273,0.0297603838982961,2.21943060849803e-09,489,0.704897339043136,0.968316831683168,0.696581196581197,1,79.154,29.7158496555203,21.0777297401837,-55.4168505748313,1039,1101,0,0,0,1674.63394683027,737.443762781186,0.97023961
10727,Tumor,Immune,0.958439291682611,0.0415602902000998,4.18117289688741e-07,382,0.334280573890864,0.959798994974874,0.692028985507246,1,68.668,22.8676868295596,21.5521912660729,-57.1248777327184,10579,10580,10594,10638,10644,6765.07068062827,515.777486910995,0.95843929
1074,Tumor,Immune,0.964580408113803,0.035418754886795,8.3699940225539e-07,537,0.795386921360303,0.957219251336898,0.678030303030303,1,85.969,33.7546344145009,20.4587517321112,-21.3778297339192,995,1018,1053,1070,1079,1678.57728119181,5326.80074487896,0.96458041
1078,Tumor,Immune,0.968080994653512,0.0319189972760855,8.07040236714213e-09,566,0.477439524820334,0.977547495682211,0.780689655172414,1,83.248,28.7410037957254,25.2537029447073,-76.031912442913,1015,1043,1055,1094,1117,1680.51766784452,3677.37102473498,0.96808099
10805,Tumor,Immune,0.959118113954648,0.0408818031198332,8.29255185013562e-08,346,0.736767516681474,0.950549450549451,0.720833333333333,1,67.857,25.8883453378214,17.5043052253688,33.4775357613107,10657,10677,10746,10748,10771,6809.9161849711,264.078034682081,0.95911811
10853,Tumor,Immune,0.956939435844815,0.0430595198714016,1.04428378407844e-06,496,0.296251521799851,0.96875,0.733727810650888,1,78.46,25.8150956148905,24.6562549420272,28.7816331881659,10746,10755,10772,10778,10816,6842.46370967742,374.048387096774,0.95693944
1087,Tumor,Immune,0.962100491236611,0.0378989351889872,5.73574401845892e-07,548,0.435133275496646,0.978571428571429,0.782857142857143,1,80.618,27.8742041165004,25.0969871898164,13.2402274329072,1056,1065,1070,1079,1080,1690.11861313869,5498.08211678832,0.96210049
1089,Tumor,Immune,0.970306830321611,0.0296931694580187,2.20370471082288e-10,509,0.620067266152913,0.980732177263969,0.752958579881657,1,78.65,28.9045067029324,22.676991735338,48.8458969208498,1038,1048,1133,1165,0,1691.64440078585,1894.278978389,0.97030683
109,Tumor,Immune,0.970409228252508,0.0295907706224545,1.1250375189791e-09,434,0.824418841913902,0.919491525423729,0.76140350877193,1,81.329,32.0423873519608,18.1353564142846,-89.9627836695811,93,0,0,0,0,257.082949308756,4141.26958525346,0.97040923
1094,Tumor,Immune,0.970401403255178,0.029598510857261,8.58875609315448e-08,628,0.627121217022624,0.972136222910217,0.754807692307692,1,87.929,32.1089614714615,25.0103661214292,-89.9746380293245,1043,1078,1103,0,0,1697.59554140127,3575.01592356688,0.9704014
1096,Tumor,Immune,0.970409214038788,0.0295907699968229,1.59643895253338e-08,565,0.893561391084218,0.908360128617363,0.708020050125313,1,95.223,40.9006089448339,18.3619611404506,-9.35956682827044,1063,1137,0,0,0,1706.31681415929,1463.67256637168,0.97040921
1097,Tumor,Immune,0.970405044949363,0.0295949534158807,1.63475595242298e-09,543,0.741468832097645,0.964476021314387,0.737771739130435,1,83.628,32.1988037675898,21.6049887455487,-82.8406813498639,1008,1028,1041,1054,1131,1700.64456721915,1624.75138121547,0.97040504
10976,Tumor,Immune,0.959449519038846,0.0405504209558596,6.00052945293955e-08,419,0.704504026617599,0.920879120879121,0.712585034013605,1,79.195,27.6091049503597,19.5941815202814,-5.56126475001898,10838,10874,10875,10894,10943,6916.89976133652,141.205250596659,0.95944952
1101,Tumor,Immune,0.964588465505156,0.0354114452912992,8.92035443702753e-08,1060,0.745417592128807,0.967153284671533,0.67948717948718,1,121.242,45.1767831160824,30.1147437747309,-46.5835530955522,1039,1072,1199,1203,0,1712.1641509434,727.811320754717,0.96458847
1102,Stroma,Immune,0.951447641517228,0.0485504216737451,1.93680902681851e-06,321,0.86325096250782,0.949704142011834,0.649797570850202,1,69.114,28.7491384723173,14.5118456634052,-68.4751098344345,1049,1077,1118,1124,1125,1701.53894080997,3885.03115264797,0.95144764
11025,Tumor,Immune,0.954135002619441,0.0458632415434759,1.75583708314465e-06,440,0.795431912424878,0.954446854663774,0.689655172413793,1,77.988,30.5595941939836,18.5204270056915,66.8646760630245,10953,10955,10978,10991,11068,6945.75909090909,4082.17954545455,0.954135
1104,Tumor,Immune,0.969665452227147,0.0303341569625118,3.90810341163709e-07,816,0.821079092264779,0.966824644549763,0.669950738916256,1,109.01,42.827269474042,24.4464238165374,23.8713307467351,1018,1053,1070,1074,1095,1714.66789215686,5319.14460784314,0.96966545
11046,Tumor,Immune,0.957483621729091,0.0425094184375688,6.95983334008182e-06,621,0.896762110741285,0.956856702619414,0.739285714285714,1,97.348,42.5351771998218,18.822367021235,12.0883782390989,10901,10947,11051,11067,11096,6967.72141706924,2290.06441223833,0.95748362
11067,Tumor,Immune,0.951387723140327,0.0485852126906943,2.70641689791234e-05,415,0.704990971066664,0.965116279069767,0.741071428571429,1,72.943,27.4979316884217,19.5019807983822,-13.3339469454066,10947,11046,11051,11096,11145,6971.93493975904,2312.9421686747,0.95138772
1108,Tumor,Immune,0.970285190884277,0.0296227838034788,9.20253122442665e-05,547,0.686744977642505,0.963028169014085,0.725464190981432,1,83.893,31.0858070202069,22.5962244924602,-59.571689022803,1033,1034,1057,1060,1067,1708.41316270567,2803.85374771481,0.97028519
11088,Tumor,Immune,0.956415596346261,0.0435841055921429,2.98061595960631e-07,417,0.841562683618736,0.965277777777778,0.718965517241379,1,75.002,31.4800229495668,17.0042324103215,68.3699302070553,10953,10955,10991,11025,11072,6980.19904076739,4041.41966426859,0.9564156
1110,Tumor,Immune,0.970365684973214,0.0296343034165267,1.16102592035804e-08,443,0.293051565513675,0.986636971046771,0.802536231884058,1,71.984,24.3281732867918,23.2600846723444,-86.8304318724824,1023,1046,1103,1149,0,1708.21670428894,3406.41986455982,0.97036568
11114,Tumor,Immune,0.952058924974408,0.0479410426995827,3.23260087704258e-08,344,0.732492692032673,0.888888888888889,0.575250836120401,1,72.158,26.2031025479854,17.8384143560736,56.4080302226003,10974,10976,11029,11035,11036,6997.58720930233,130.645348837209,0.95205892
11116,Tumor,Immune,0.966833065986911,0.0331663618143743,5.72198714705661e-07,555,0.863721837591587,0.91887417218543,0.642361111111111,1,95.248,38.6449504276206,19.4758506692644,-22.7597628249192,10961,10977,11069,11104,11139,7007.23963963964,498.445045045045,0.96683307
1117,Tumor,Immune,0.970377608209557,0.0296223881271632,3.66327982569291e-09,639,0.89832146868905,0.916786226685796,0.742160278745645,1,101.938,44.0176687181364,19.338667634736,-8.13534877693971,1078,1161,1166,1190,0,1729.2613458529,3767.92331768388,0.97037761
11180,Tumor,Immune,0.953662242478012,0.0463368214041857,9.36117802260207e-07,22,0.548511786937828,0.846153846153846,0.611111111111111,1,16.59,6.21707194503018,5.19836008369902,-72.4773034717778,11029,11079,11083,11103,11130,7035.68181818182,241.227272727273,0.95366224
11205,Tumor,Immune,0.95957738364504,0.0404218711133324,7.45241627951486e-07,387,0.699376115747309,0.9675,0.744230769230769,1,70.14,26.3328837326062,18.8215297095547,-75.6827407959801,11118,11122,11127,11138,11143,7054.80878552972,3542.91472868217,0.95957738
11235,Tumor,Immune,0.957538964525177,0.0424547375203381,6.29795448524199e-06,382,0.230000031680773,0.938574938574939,0.722117202268431,1,73.77,22.740462981007,22.1308052976098,-36.5083036537895,11045,11156,11197,11278,11279,7074.66230366492,604.793193717278,0.95753896
1127,Tumor,Immune,0.969673762820401,0.0303262201558994,1.70236996010356e-08,512,0.670094185465336,0.966037735849057,0.742028985507246,1,81.809,30.0321672150511,22.2921594284425,-3.6796859649927,1081,1086,1145,1168,1207,1731.626953125,4425.23046875,0.96967376
113,Tumor,Immune,0.970409217783761,0.0295907705645056,1.16517330877443e-08,632,0.659698584547321,0.948948948948949,0.679569892473118,1,92.726,33.2347683846439,24.9769351389719,-46.8504847607995,73,75,78,0,0,274.075949367089,2104.49841772152,0.97040922
11309,Tumor,Immune,0.957255787513,0.0427437547162844,4.57770715296481e-07,493,0.825684485264633,0.951737451737452,0.704285714285714,1,86.994,33.6976678541019,19.0099392540001,8.38393758901286,11272,11275,11298,11318,11384,7124.94320486815,354.006085192698,0.95725579
1131,Tumor,Immune,0.951806691569098,0.0481933056215789,2.8093225170662e-09,367,0.624502969620715,0.968337730870712,0.734,1,66.873,24.585944100311,19.2021738801753,14.1887666461444,1041,1054,1097,1144,1195,1730.1689373297,1615.01634877384,0.95180669
11323,Tumor,Immune,0.961612280872575,0.0383062988486328,8.14202787927921e-05,507,0.813542684437574,0.916817359855335,0.7921875,1,88.094,34.3810827618216,19.9927784954607,-82.921343794014,11188,11209,11217,11265,11315,7126.17159763314,1427.04930966469,0.96161228
1133,Tumor,Immune,0.970387418293433,0.0295924826088001,2.00990977665274e-05,406,0.575773603444825,0.975961538461538,0.812,1,69.734,25.2525504936133,20.6467168912868,-9.7068154217746,1048,1089,1165,1204,0,1731.67487684729,1927.94334975369,0.97038742
11332,Tumor,Immune,0.957629390728844,0.0423704619419483,1.47329207513735e-07,326,0.777109577588109,0.96165191740413,0.724444444444444,1,64.979,25.8557070848741,16.272685330476,20.2409506802239,11208,11227,11231,11243,11266,7138.5245398773,4193.4509202454,0.95762939
1136,Tumor,Immune,0.970409228929561,0.029590770445291,6.25147664330907e-10,411,0.583589441567611,0.964788732394366,0.747272727272727,1,72.009,25.583446474186,20.7750087437144,-65.8089371459866,1105,1108,1114,1153,1155,1734.08515815085,2715.61800486618,0.97040923
11361,Tumor,Immune,0.958434469647429,0.0415620445637654,3.48578880604622e-06,358,0.763769616845838,0.972826086956522,0.809954751131222,1,67.865,26.6640251542217,17.2113333478202,-82.5615606273965,11207,11213,11224,11283,11367,7149.37430167598,3989.55027932961,0.95843447
1142,Tumor,Immune,0.957322247633477,0.0426772699923185,4.82374204319716e-07,627,0.341044734386756,0.969088098918083,0.800766283524904,1,89.401,29.2694086782842,27.5146217959738,55.3539456474732,1040,1061,1107,1113,1128,1742.42105263158,4962.76236044657,0.95732225
11431,Tumor,Immune,0.956992011858006,0.0429800268761796,2.79612658139439e-05,364,0.667837106729879,0.975871313672922,0.758333333333333,1,66.112,25.0122400349482,18.6167969142304,-28.5517167579101,11320,11336,11346,11405,11417,7192.25,563.142857142857,0.95699201
1150,Tumor,Immune,0.970368756813256,0.0296311845729939,5.86137497175454e-08,365,0.645750103328496,0.928753180661578,0.663636363636364,1,69.412,25.3445731090572,19.3518189493745,17.6305519930016,1057,1060,1067,1108,1192,1749.85753424658,2881.50410958904,0.97036876
11538,Stroma,Immune,0.961432839055048,0.0385654658594797,1.69508547284825e-06,149,0.864277561778049,0.980263157894737,0.745,1,46.776,20.0716279552051,10.0963340454996,-0.636725352888785,11404,11462,11594,11636,11656,7261.54362416107,4.51677852348993,0.96143284
11560,Tumor,Immune,0.953709229446026,0.0462898776810185,8.92872955093131e-07,30,0.976102561802793,0.833333333333333,0.357142857142857,1,28.466,14.8184303622632,3.22019830978013,68.1317730076611,11408,11427,11460,11478,11483,7272.23333333333,277.8,0.95370923
1159,Tumor,Immune,0.97040922472659,0.0295907703173771,4.95603313365549e-09,425,0.764852508693607,0.97254004576659,0.732758620689655,1,74.523,29.1919235577317,18.805595756481,69.1660841306087,1098,1123,1141,0,0,1757.89647058824,3194.41647058824,0.97040922
1160,Tumor,Immune,0.970407480812744,0.0295912778548023,1.24133245355224e-06,388,0.604272553186782,0.965174129353234,0.776,1,68.907,25.0101113080521,19.9274986233837,85.7804241869894,1069,1083,1084,1090,1112,1762.89175257732,4200.08505154639,0.97040748
1164,Tumor,Immune,0.955570755007457,0.0444262264362208,3.0185563220507e-06,754,0.468800353409141,0.97039897039897,0.761616161616162,1,97.762,33.0507690764891,29.1938816213345,61.1491950228778,1070,1074,1079,1095,1104,1771.79442970822,5368.27453580902,0.95557076
11656,Tumor,Immune,0.96248449628778,0.0375147433889611,7.60323258689106e-07,302,0.759962974269755,0.974193548387097,0.683257918552036,1,67.278,25.3149141429682,16.4538427668386,17.0111865090324,11538,11594,11636,9380,9380,7341.45364238411,7.29470198675497,0.9624845
1168,Tumor,Immune,0.96881040421738,0.0311889880786217,6.07703997903349e-07,312,0.791408247487035,0.968944099378882,0.734117647058824,1,64.673,25.7631142940602,15.7486819123503,-25.0895600734811,1081,1086,1127,1145,1207,1777.17628205128,4478.58012820513,0.9688104
1175,Tumor,Immune,0.970408753205106,0.0295912325833997,1.42114947725223e-08,573,0.836858302194461,0.937806873977087,0.639508928571429,1,91.667,37.1565860221741,20.3402422217416,52.8455187557733,1100,1200,1239,0,0,1784.90401396161,2409.1797556719,0.97040875
11765,Stroma,Immune,0.961004146407747,0.0389953948024214,4.58789831088903e-07,528,0.86803656117051,0.963503649635037,0.647058823529412,1,87.094,36.9234605509077,18.3325085181281,-61.9220273539508,11705,11808,11836,11845,9380,7410.31818181818,223.929924242424,0.96100415
1178,Tumor,Immune,0.970409222727901,0.0295907727567732,4.51532567024546e-09,499,0.608579353731142,0.954110898661568,0.710826210826211,1,80.353,28.5939226838799,22.689078017655,-40.562836385085,1109,1116,1158,1174,1200,1789.76352705411,2263.62324649299,0.97040922
118,Tumor,Immune,0.952716517714541,0.0472834773270818,4.9583771319366e-09,542,0.42668461679473,0.960992907801418,0.692209450830141,1,83.182,27.738748882875,25.0869379509781,-41.3054667493794,111,116,121,0,0,281.957564575646,1941.21586715867,0.95271652
1180,Tumor,Immune,0.97040714924259,0.0295928391353821,1.16220279221307e-08,473,0.422334740850119,0.979296066252588,0.7568,1,74.92,25.9190138054165,23.4940293450028,-50.9896384316863,1161,1189,1213,1220,1272,1789.57293868922,3637.95348837209,0.97040715
11806,Tumor,Immune,0.963727834010985,0.0362718643177069,3.0167130795028e-07,603,0.802358352346101,0.958664546899841,0.656862745098039,1,91.601,36.2725974000257,21.6490308926443,-57.6035139336026,11770,11821,11911,9380,9380,7446.43946932007,67.6069651741294,0.96372783
1181,Tumor,Immune,0.962027931972135,0.0379720059622016,6.20656630144661e-08,394,0.822282046957182,0.951690821256039,0.608024691358025,1,74.763,29.9452357327844,17.0412397195467,53.2939870503884,1129,1146,1162,1173,1202,1789.57360406091,5984.63959390863,0.96202793
1183,Tumor,Immune,0.970316153098893,0.0296838306658977,1.62352093495701e-08,578,0.609563029118118,0.978003384094755,0.770666666666667,1,85.373,30.6633504181815,24.3079910327298,15.9079756715704,1203,1254,0,0,0,1795.66955017301,818.865051903114,0.97031615
